Coin,Symbol,Trend Emoji,Trend,24h Change,Current Price,Market Cap,24h Volume,Global Rank,ATH Insight,24h Range,Volatility,Chart Link,updated_at_raw,updated_at,current_price_numeric,market_cap_numeric,volume_24h_numeric,price_change_24h_numeric,global_rank_numeric,time_diff_minutes,interval_gap_flag,gap_category,pipeline_type
Aave,AAVE,📉,Bearish ❄️,-0.0719,"₹26,442","₹4,02,22,06,60,662","₹74,34,08,67,331 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 14:45:16,2025-07-22 14:45:16,26442.0,402220660662.0,74340867331.0,-0.0719,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0691,"₹26,441","₹4,01,78,12,28,491","₹74,71,17,89,545 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (2.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 15:00:15,2025-07-22 15:00:15,26441.0,401781228491.0,74711789545.0,-0.0691,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0632,"₹26,578","₹4,03,89,83,98,803","₹75,12,68,81,848 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (8.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 15:15:16,2025-07-22 15:15:16,26578.0,403898398803.0,75126881848.0,-0.0632,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0666,"₹26,599","₹4,04,07,39,62,251","₹74,34,56,78,107 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (9.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 15:30:15,2025-07-22 15:30:15,26599.0,404073962251.0,74345678107.0,-0.0666,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0668,"₹26,663","₹4,05,07,37,38,812","₹74,41,47,68,223 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (11.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 15:45:15,2025-07-22 15:45:15,26663.0,405073738812.0,74414768223.0,-0.0668,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0655,"₹26,681","₹4,05,39,74,41,943","₹74,51,12,98,058 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (12.4%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 16:00:15,2025-07-22 16:00:15,26681.0,405397441943.0,74511298058.0,-0.0655,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.064,"₹26,767","₹4,06,76,74,98,008","₹74,68,90,91,693 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (15.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 16:15:15,2025-07-22 16:15:15,26767.0,406767498008.0,74689091693.0,-0.064,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0634,"₹26,841","₹4,07,89,55,76,354","₹75,52,70,90,763 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (19.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 16:30:15,2025-07-22 16:30:15,26841.0,407895576354.0,75527090763.0,-0.0634,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0628,"₹26,829","₹4,07,98,28,55,150","₹75,27,92,65,081 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (18.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 16:45:15,2025-07-22 16:45:15,26829.0,407982855150.0,75279265081.0,-0.0628,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0653,"₹26,809","₹4,07,69,43,61,075","₹75,41,95,95,215 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (17.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 17:00:15,2025-07-22 17:00:15,26809.0,407694361075.0,75419595215.0,-0.0653,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0639,"₹26,790","₹4,06,92,31,22,515","₹75,50,35,61,026 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (16.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 17:15:15,2025-07-22 17:15:15,26790.0,406923122515.0,75503561026.0,-0.0639,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0571,"₹26,874","₹4,08,38,65,79,610","₹75,69,36,44,317 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (20.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 17:55:42,2025-07-22 17:55:42,26874.0,408386579610.0,75693644317.0,-0.0571,38.0,40.45,True,31_45_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0574,"₹26,865","₹4,08,31,70,97,119","₹75,59,06,42,991 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 18:00:15,2025-07-22 18:00:15,26865.0,408317097119.0,75590642991.0,-0.0574,38.0,4.55,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0567,"₹26,842","₹4,07,91,98,46,720","₹75,19,07,09,830 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (19.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 18:30:15,2025-07-22 18:30:15,26842.0,407919846720.0,75190709830.0,-0.0567,38.0,30.0,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0504,"₹26,872","₹4,08,16,90,83,781","₹74,90,92,41,672 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (20.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 18:45:16,2025-07-22 18:45:16,26872.0,408169083781.0,74909241672.0,-0.0504,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0513,"₹26,876","₹4,08,55,43,86,622","₹74,83,76,28,631 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (20.4%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 19:00:16,2025-07-22 19:00:16,26876.0,408554386622.0,74837628631.0,-0.0513,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0575,"₹26,845","₹4,07,34,93,08,924","₹75,93,04,82,497 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (19.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 19:15:15,2025-07-22 19:15:15,26845.0,407349308924.0,75930482497.0,-0.0575,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.075,"₹26,494","₹4,02,73,25,63,709","₹75,60,99,19,819 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (4.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 19:30:15,2025-07-22 19:30:15,26494.0,402732563709.0,75609919819.0,-0.075,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0808,"₹26,338","₹4,00,82,16,77,418","₹76,24,02,26,223 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 19:45:16,2025-07-22 19:45:16,26338.0,400821677418.0,76240226223.0,-0.0808,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0841,"₹26,339","₹4,00,47,68,33,778","₹76,82,62,33,045 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 20:00:15,2025-07-22 20:00:15,26339.0,400476833778.0,76826233045.0,-0.0841,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0791,"₹26,488","₹4,01,92,60,08,388","₹76,59,13,90,044 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (5.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 20:15:15,2025-07-22 20:15:15,26488.0,401926008388.0,76591390044.0,-0.0791,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0737,"₹26,589","₹4,03,77,99,80,247","₹77,82,41,95,124 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (9.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 20:30:15,2025-07-22 20:30:15,26589.0,403779980247.0,77824195124.0,-0.0737,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.072,"₹26,633","₹4,05,16,84,79,007","₹76,78,46,90,651 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (11.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 20:45:16,2025-07-22 20:45:16,26633.0,405168479007.0,76784690651.0,-0.072,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0757,"₹26,630","₹4,04,70,77,59,900","₹76,90,14,72,571 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (10.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 21:00:15,2025-07-22 21:00:15,26630.0,404707759900.0,76901472571.0,-0.0757,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0686,"₹26,536","₹4,03,33,24,11,909","₹76,57,14,96,373 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (8.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 21:18:00,2025-07-22 21:18:00,26536.0,403332411909.0,76571496373.0,-0.0686,38.0,17.75,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0616,"₹26,519","₹4,03,23,43,26,098","₹76,46,25,87,624 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (8.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 21:36:05,2025-07-22 21:36:05,26519.0,403234326098.0,76462587624.0,-0.0616,38.0,18.083333333333332,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.037,"₹26,631","₹4,04,64,26,20,113","₹75,62,06,02,567 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (15.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 21:51:38,2025-07-22 21:51:38,26631.0,404642620113.0,75620602567.0,-0.037,38.0,15.55,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0473,"₹26,496","₹4,02,74,01,58,881","₹74,35,81,60,747 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (7.4%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 22:09:25,2025-07-22 22:09:25,26496.0,402740158881.0,74358160747.0,-0.0473,38.0,17.783333333333335,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0512,"₹26,455","₹4,02,06,51,65,215","₹73,24,61,96,280 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (5.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 22:39:39,2025-07-22 22:39:39,26455.0,402065165215.0,73246196280.0,-0.0512,38.0,30.233333333333334,True,31_45_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0588,"₹26,304","₹4,00,25,48,98,177","₹73,46,52,07,484 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 22:54:45,2025-07-22 22:54:45,26304.0,400254898177.0,73465207484.0,-0.0588,38.0,15.1,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0598,"₹26,278","₹3,99,11,40,28,706","₹73,87,74,53,435 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (1.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 23:03:05,2025-07-22 23:03:05,26278.0,399114028706.0,73877453435.0,-0.0598,38.0,8.333333333333334,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0545,"₹26,298","₹4,00,12,40,31,631","₹73,95,68,87,756 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (2.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 23:18:34,2025-07-22 23:18:34,26298.0,400124031631.0,73956887756.0,-0.0545,38.0,15.483333333333333,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0639,"₹26,277","₹3,99,41,31,12,278","₹73,73,05,86,275 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (1.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-22 23:52:07,2025-07-22 23:52:07,26277.0,399413112278.0,73730586275.0,-0.0639,38.0,33.55,True,31_45_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0519,"₹26,404","₹4,01,11,59,76,010","₹73,86,22,61,822 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (8.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 00:41:28,2025-07-23 00:41:28,26404.0,401115976010.0,73862261822.0,-0.0519,38.0,49.35,True,46_60_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.053,"₹26,388","₹4,01,33,13,63,480","₹73,99,34,71,077 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (7.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 00:59:02,2025-07-23 00:59:02,26388.0,401331363480.0,73993471077.0,-0.053,38.0,17.566666666666666,True,15_30_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0503,"₹26,359","₹4,00,44,90,69,430","₹73,96,65,14,197 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (16.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 02:47:33,2025-07-23 02:47:33,26359.0,400449069430.0,73966514197.0,-0.0503,38.0,108.51666666666667,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0493,"₹26,403","₹4,01,06,80,94,156","₹74,06,23,52,986 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (18.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 03:25:19,2025-07-23 03:25:19,26403.0,401068094156.0,74062352986.0,-0.0493,38.0,37.766666666666666,True,31_45_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0435,"₹26,558","₹4,03,69,73,36,826","₹74,72,74,60,297 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (26.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 03:42:05,2025-07-23 03:42:05,26558.0,403697336826.0,74727460297.0,-0.0435,38.0,16.766666666666666,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0429,"₹26,588","₹4,04,15,01,66,117","₹75,08,62,73,124 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (28.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 03:57:26,2025-07-23 03:57:26,26588.0,404150166117.0,75086273124.0,-0.0429,38.0,15.35,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0427,"₹26,652","₹4,05,14,30,00,028","₹75,95,38,66,147 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (31.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 04:30:19,2025-07-23 04:30:19,26652.0,405143000028.0,75953866147.0,-0.0427,38.0,32.88333333333333,True,31_45_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0365,"₹26,829","₹4,07,86,22,86,538","₹76,32,10,70,613 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (41.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 05:20:05,2025-07-23 05:20:05,26829.0,407862286538.0,76321070613.0,-0.0365,38.0,49.766666666666666,True,46_60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.038,"₹26,762","₹4,07,51,88,21,808","₹77,49,35,53,023 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (37.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 05:36:33,2025-07-23 05:36:33,26762.0,407518821808.0,77493553023.0,-0.038,38.0,16.466666666666665,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0424,"₹26,687","₹4,05,31,17,53,560","₹77,93,51,31,009 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (33.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 05:52:19,2025-07-23 05:52:19,26687.0,405311753560.0,77935131009.0,-0.0424,38.0,15.766666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0422,"₹26,657","₹4,06,07,59,86,916","₹78,80,54,69,305 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (33.2%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 06:25:15,2025-07-23 06:25:15,26657.0,406075986916.0,78805469305.0,-0.0422,38.0,32.93333333333333,True,31_45_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0408,"₹26,609","₹4,04,46,63,73,518","₹78,36,90,70,295 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (30.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 06:32:24,2025-07-23 06:32:24,26609.0,404466373518.0,78369070295.0,-0.0408,38.0,7.15,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0384,"₹26,477","₹4,02,31,72,40,156","₹77,95,86,53,476 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (23.3%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 06:45:15,2025-07-23 06:45:15,26477.0,402317240156.0,77958653476.0,-0.0384,38.0,12.85,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0401,"₹26,426","₹4,01,65,75,25,990","₹76,81,84,30,061 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (20.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 07:00:16,2025-07-23 07:00:16,26426.0,401657525990.0,76818430061.0,-0.0401,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0404,"₹26,547","₹4,03,51,35,22,453","₹76,59,97,72,920 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (27.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 07:15:16,2025-07-23 07:15:16,26547.0,403513522453.0,76599772920.0,-0.0404,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0465,"₹26,560","₹4,03,67,25,67,607","₹76,32,50,88,267 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (27.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 07:30:16,2025-07-23 07:30:16,26560.0,403672567607.0,76325088267.0,-0.0465,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0436,"₹26,586","₹4,04,15,16,28,476","₹75,74,76,89,665 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (30.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 07:45:16,2025-07-23 07:45:16,26586.0,404151628476.0,75747689665.0,-0.0436,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0436,"₹26,594","₹4,04,13,67,82,325","₹75,45,83,04,454 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (30.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 08:00:16,2025-07-23 08:00:16,26594.0,404136782325.0,75458304454.0,-0.0436,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0391,"₹26,653","₹4,05,16,75,39,426","₹75,48,69,61,779 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (35.7%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 08:15:15,2025-07-23 08:15:15,26653.0,405167539426.0,75486961779.0,-0.0391,38.0,14.983333333333333,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0326,"₹26,638","₹4,04,96,58,23,333","₹75,51,40,19,950 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (39.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 08:30:15,2025-07-23 08:30:15,26638.0,404965823333.0,75514019950.0,-0.0326,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0319,"₹26,591","₹4,04,10,48,67,448","₹75,01,86,97,944 🔺",38,🔴 Far Below ATH,⚖️ In the Middle (38.1%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 08:45:16,2025-07-23 08:45:16,26591.0,404104867448.0,75018697944.0,-0.0319,38.0,15.016666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0309,"₹26,015","₹3,95,41,22,89,075","₹66,93,93,36,380 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (13.3%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 16:29:32,2025-07-23 16:29:32,26015.0,395412289075.0,66939336380.0,-0.0309,38.0,464.26666666666665,True,>60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0336,"₹25,929","₹3,94,39,13,25,908","₹67,79,49,13,969 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (4.9%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 16:45:30,2025-07-23 16:45:30,25929.0,394391325908.0,67794913969.0,-0.0336,38.0,15.966666666666667,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0386,"₹25,873","₹3,93,79,14,23,269","₹67,35,74,69,801 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 17:45:15,2025-07-23 17:45:15,25873.0,393791423269.0,67357469801.0,-0.0386,38.0,59.75,True,46_60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0371,"₹25,834","₹3,93,02,40,50,864","₹66,60,81,30,113 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 18:00:15,2025-07-23 18:00:15,25834.0,393024050864.0,66608130113.0,-0.0371,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0454,"₹25,620","₹3,89,93,06,02,737","₹68,35,98,35,452 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 18:25:31,2025-07-23 18:25:31,25620.0,389930602737.0,68359835452.0,-0.0454,38.0,25.266666666666666,True,15_30_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0493,"₹25,533","₹3,88,91,45,06,220","₹68,67,20,74,316 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 18:30:17,2025-07-23 18:30:17,25533.0,388914506220.0,68672074316.0,-0.0493,38.0,4.766666666666667,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0518,"₹25,480","₹3,87,56,68,96,213","₹68,48,47,96,439 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (0.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 18:45:15,2025-07-23 18:45:15,25480.0,387566896213.0,68484796439.0,-0.0518,38.0,14.966666666666667,False,<=15_min,n8n_local
Aave,AAVE,📉,Bearish ❄️,-0.0535,"₹25,440","₹3,85,89,44,36,495","₹70,70,64,63,528 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (3.9%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 19:00:15,2025-07-23 19:00:15,25440.0,385894436495.0,70706463528.0,-0.0535,38.0,15.0,False,<=15_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0499,"₹25,057","₹3,81,17,38,45,678","₹72,61,27,04,203 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (8.8%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 19:45:16,2025-07-23 19:45:16,25057.0,381173845678.0,72612704203.0,-0.0499,38.0,45.016666666666666,True,46_60_min,n8n_local
Aave,AAVE,⚖️,Sideways ⚖️,-0.0417,"₹25,266","₹3,83,48,02,77,598","₹73,06,56,71,871 🔺",38,🔴 Far Below ATH,🔽 Near 24h Low (19.5%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/aave,2025-07-23 20:00:15,2025-07-23 20:00:15,25266.0,383480277598.0,73065671871.0,-0.0417,38.0,14.983333333333333,False,<=15_min,n8n_local
